Date,Stock,Price
2016-03-02,GOOGL,739.47998
2016-03-02,AMZN,580.210022
2016-03-02,FB,109.949997
2016-03-03,AAPL,101.5
2016-03-03,MSFT,52.349998
2016-03-03,GOOGL,731.590027
2016-03-03,AMZN,577.48999
2016-03-03,FB,109.580002
2016-03-04,MSFT,52.029999
2016-03-04,GOOGL,730.219971
2016-03-04,AMZN,575.1400150000002
2016-03-04,FB,108.389999
2016-03-04,AAPL,103.010002
2016-03-07,AMZN,562.799988
2016-03-07,FB,105.730003
2016-03-07,GOOGL,712.799988
2016-03-07,MSFT,51.029999
2016-03-07,AAPL,101.870003
2016-03-08,FB,105.93
2016-03-08,AMZN,560.26001
2016-03-08,GOOGL,713.530029
2016-03-08,MSFT,51.650002
2016-03-08,AAPL,101.029999
2016-03-09,AMZN,559.469971
2016-03-09,AAPL,101.120003
2016-03-09,GOOGL,725.409973
2016-03-09,FB,107.510002
2016-03-09,MSFT,52.84
2016-03-10,GOOGL,732.169983
2016-03-10,AAPL,101.169998
2016-03-10,AMZN,558.929993
2016-03-10,FB,107.32
2016-03-10,MSFT,52.049999
2016-03-11,MSFT,53.07
2016-03-11,GOOGL,744.869995
2016-03-11,FB,109.410004
2016-03-11,AMZN,569.6099849999998
2016-03-11,AAPL,102.260002
2016-03-14,MSFT,53.169998
2016-03-14,GOOGL,750.23999
2016-03-14,FB,109.889999
2016-03-14,AMZN,573.369995
2016-03-14,AAPL,102.519997
2016-03-15,FB,110.669998
2016-03-15,AAPL,104.580002
2016-03-15,GOOGL,750.570007
2016-03-15,AMZN,577.02002
2016-03-15,MSFT,53.59
2016-03-16,AAPL,105.970001
2016-03-16,AMZN,574.27002
2016-03-16,GOOGL,757.3599849999998
2016-03-16,MSFT,54.349998
2016-03-16,FB,112.18
2016-03-17,FB,111.019997
2016-03-17,MSFT,54.66
2016-03-17,AAPL,105.800003
2016-03-17,AMZN,559.4400019999998
2016-03-17,GOOGL,758.47998
2016-03-18,FB,111.449997
2016-03-18,MSFT,53.490002
2016-03-18,AAPL,105.919998
2016-03-18,AMZN,552.080017
2016-03-18,GOOGL,755.409973
2016-03-21,MSFT,53.860001
2016-03-21,AMZN,553.97998
2016-03-21,GOOGL,762.159973
2016-03-21,FB,111.849998
2016-03-21,AAPL,105.910004
2016-03-22,MSFT,54.07
2016-03-22,AAPL,106.720001
2016-03-22,GOOGL,760.049988
2016-03-22,AMZN,560.47998
2016-03-22,FB,112.25
2016-03-23,GOOGL,757.5599980000002
2016-03-23,AMZN,569.630005
2016-03-23,FB,112.540001
2016-03-23,MSFT,53.970001
2016-03-23,AAPL,106.129997
2016-03-24,AMZN,582.950012
2016-03-24,AAPL,105.669998
2016-03-24,MSFT,54.209999
2016-03-24,GOOGL,754.840027
2016-03-24,FB,113.050003
2016-03-28,AAPL,105.190002
2016-03-28,MSFT,53.540001
2016-03-28,GOOGL,753.280029
2016-03-28,AMZN,579.869995
2016-03-28,FB,113.690002
2016-03-29,MSFT,54.709999
2016-03-29,FB,116.139999
2016-03-29,AMZN,593.8599849999998
2016-03-29,AAPL,107.68
2016-03-29,GOOGL,765.8900150000002
2016-03-30,AMZN,598.6900019999998
2016-03-30,AAPL,109.559998
2016-03-30,MSFT,55.049999
2016-03-30,FB,114.699997
2016-03-30,GOOGL,768.340027
2016-03-31,AAPL,108.989998
2016-03-31,GOOGL,762.900024
2016-03-31,MSFT,55.23
2016-03-31,FB,114.099998
2016-03-31,AMZN,593.6400150000002
2016-04-01,FB,116.059998
2016-04-01,AAPL,109.989998
2016-04-01,MSFT,55.57
2016-04-01,AMZN,598.5
2016-04-01,GOOGL,769.669983
2016-04-04,GOOGL,765.119995
2016-04-04,AMZN,593.1900019999998
2016-04-04,FB,112.550003
2016-04-04,MSFT,55.43
2016-04-04,AAPL,111.120003
2016-04-05,FB,112.220001
2016-04-05,GOOGL,758.570007
2016-04-05,MSFT,54.560001
2016-04-05,AAPL,109.809998
2016-04-05,AMZN,586.1400150000002
2016-04-06,GOOGL,768.070007
2016-04-06,FB,113.709999
2016-04-06,AAPL,110.959999
2016-04-06,MSFT,55.119999
2016-04-06,AMZN,602.080017
2016-04-07,MSFT,54.459999
2016-04-07,AAPL,108.540001
2016-04-07,FB,113.639999
2016-04-07,AMZN,591.429993
2016-04-07,GOOGL,760.119995
2016-04-08,FB,110.629997
2016-04-08,AMZN,594.599976
2016-04-08,MSFT,54.419998
2016-04-08,GOOGL,759.469971
2016-04-08,AAPL,108.660004
2016-04-11,GOOGL,757.539978
2016-04-11,AAPL,109.019997
2016-04-11,FB,108.989998
2016-04-11,MSFT,54.310001
2016-04-11,AMZN,595.929993
2016-04-12,FB,110.610001
2016-04-12,GOOGL,764.320007
2016-04-12,AMZN,603.169983
2016-04-12,MSFT,54.650002
2016-04-12,AAPL,110.440002
2016-04-13,FB,110.510002
2016-04-13,AMZN,614.820007
2016-04-13,MSFT,55.349998
2016-04-13,GOOGL,771.909973
2016-04-13,AAPL,112.040001
2016-04-14,FB,110.839996
2016-04-14,AMZN,620.75
2016-04-14,MSFT,55.360001
2016-04-14,GOOGL,775.3900150000002
2016-04-14,AAPL,112.099998
2016-04-15,MSFT,55.650002
2016-04-15,AAPL,109.849998
2016-04-15,GOOGL,780.0
2016-04-15,AMZN,625.8900150000002
2016-04-15,FB,109.639999
2016-04-18,AAPL,107.480003
2016-04-18,GOOGL,787.679993
2016-04-18,MSFT,56.459999
2016-04-18,AMZN,635.349976
2016-04-18,FB,110.449997
2016-04-19,GOOGL,776.25
2016-04-19,AMZN,627.900024
2016-04-19,FB,112.290001
2016-04-19,AAPL,106.910004
2016-04-19,MSFT,56.389999
2016-04-20,AMZN,632.98999
2016-04-20,GOOGL,774.919983
2016-04-20,FB,112.419998
2016-04-20,AAPL,107.129997
2016-04-20,MSFT,55.59
2016-04-21,AMZN,631.0
2016-04-21,GOOGL,780.0
2016-04-21,AAPL,105.970001
2016-04-21,FB,113.440002
2016-04-21,MSFT,55.779999
2016-04-22,AAPL,105.68
2016-04-22,AMZN,620.5
2016-04-22,GOOGL,737.77002
2016-04-22,MSFT,51.779999
2016-04-22,FB,110.559998
2016-04-25,MSFT,52.110001
2016-04-25,AMZN,626.200012
2016-04-25,GOOGL,742.210022
2016-04-25,AAPL,105.080002
2016-04-25,FB,110.099998
2016-04-26,AMZN,616.880005
2016-04-26,MSFT,51.439999
2016-04-26,AAPL,104.349998
2016-04-26,FB,108.760002
2016-04-26,GOOGL,725.369995
2016-04-27,AAPL,97.82
2016-04-27,MSFT,50.939999
2016-04-27,FB,108.889999
2016-04-27,GOOGL,721.460022
2016-04-27,AMZN,606.570007
2016-04-28,AMZN,602.0
2016-04-28,GOOGL,705.0599980000002
2016-04-28,MSFT,49.900002
2016-04-28,AAPL,94.830002
2016-04-28,FB,116.730003
2016-04-29,FB,117.580002
2016-04-29,AMZN,659.590027
2016-04-29,MSFT,49.869999
2016-04-29,AAPL,93.739998
2016-04-29,GOOGL,707.880005
2016-05-02,AAPL,93.639999
2016-05-02,MSFT,50.610001
2016-05-02,AMZN,683.849976
2016-05-02,GOOGL,714.409973
2016-05-02,FB,118.57
2016-05-03,GOOGL,708.4400019999998
2016-05-03,AMZN,671.320007
2016-05-03,MSFT,49.779999
2016-05-03,FB,117.43
2016-05-03,AAPL,95.18
2016-05-04,MSFT,49.869999
2016-05-04,AAPL,94.190002
2016-05-04,GOOGL,711.369995
2016-05-04,FB,118.059998
2016-05-04,AMZN,670.900024
2016-05-05,GOOGL,714.710022
2016-05-05,AAPL,93.239998
2016-05-05,MSFT,49.939999
2016-05-05,AMZN,659.090027
2016-05-05,FB,117.809998
2016-05-06,AMZN,673.950012
2016-05-06,MSFT,50.389999
2016-05-06,GOOGL,725.179993
2016-05-06,AAPL,92.720001
2016-05-06,FB,119.489998
2016-05-09,FB,119.239998
2016-05-09,AMZN,679.75
2016-05-09,MSFT,50.07
2016-05-09,AAPL,92.790001
2016-05-09,GOOGL,729.130005
2016-05-10,AMZN,703.070007
2016-05-10,MSFT,51.02
2016-05-10,GOOGL,739.380005
2016-05-10,AAPL,93.419998
2016-05-10,FB,120.5
2016-05-11,GOOGL,730.549988
2016-05-11,FB,119.519997
2016-05-11,AMZN,713.22998
2016-05-11,AAPL,92.510002
2016-05-11,MSFT,51.049999
2016-05-12,MSFT,51.509998
2016-05-12,FB,120.279999
2016-05-12,AAPL,90.339996
2016-05-12,AMZN,717.929993
2016-05-12,GOOGL,728.070007
2016-05-13,AMZN,709.919983
2016-05-13,FB,119.809998
2016-05-13,MSFT,51.080002
2016-05-13,AAPL,90.519997
2016-05-13,GOOGL,724.830017
2016-05-16,FB,118.669998
2016-05-16,AAPL,93.879997
2016-05-16,GOOGL,730.299988
2016-05-16,MSFT,51.830002
2016-05-16,AMZN,710.659973
2016-05-17,MSFT,50.509998
2016-05-17,AAPL,93.489998
2016-05-17,AMZN,695.27002
2016-05-17,FB,117.349998
2016-05-17,GOOGL,720.1900019999998
2016-05-18,FB,117.650002
2016-05-18,GOOGL,721.780029
2016-05-18,AMZN,697.450012
2016-05-18,AAPL,94.559998
2016-05-18,MSFT,50.810001
2016-05-19,AAPL,94.199997
2016-05-19,AMZN,698.52002
2016-05-19,FB,116.809998
2016-05-19,MSFT,50.32
2016-05-19,GOOGL,715.3099980000002
2016-05-20,MSFT,50.619999
2016-05-20,GOOGL,721.710022
2016-05-20,AMZN,702.799988
2016-05-20,AAPL,95.220001
2016-05-20,FB,117.349998
2016-05-23,FB,115.970001
2016-05-23,GOOGL,717.25
2016-05-23,AMZN,696.75
2016-05-23,AAPL,96.43
2016-05-23,MSFT,50.029999
2016-05-24,AMZN,704.200012
2016-05-24,MSFT,51.59
2016-05-24,AAPL,97.900002
2016-05-24,FB,117.699997
2016-05-24,GOOGL,733.030029
2016-05-25,FB,117.889999
2016-05-25,GOOGL,738.099976
2016-05-25,AMZN,708.349976
2016-05-25,MSFT,52.119999
2016-05-25,AAPL,99.620003
2016-05-26,GOOGL,736.929993
2016-05-26,AAPL,100.410004
2016-05-26,AMZN,714.909973
2016-05-26,MSFT,51.889999
2016-05-26,FB,119.470001
2016-05-27,AMZN,712.23999
2016-05-27,GOOGL,747.599976
2016-05-27,MSFT,52.32
2016-05-27,AAPL,100.349998
2016-05-27,FB,119.379997
2016-05-31,AAPL,99.860001
2016-05-31,AMZN,722.789978
2016-05-31,FB,118.809998
2016-05-31,MSFT,53.0
2016-05-31,GOOGL,748.849976
2016-06-01,AMZN,719.4400019999998
2016-06-01,AAPL,98.459999
2016-06-01,MSFT,52.849998
2016-06-01,FB,118.779999
2016-06-01,GOOGL,748.460022
2016-06-02,GOOGL,744.27002
2016-06-02,AAPL,97.720001
2016-06-02,AMZN,728.23999
2016-06-02,MSFT,52.48
2016-06-02,FB,118.93
2016-06-03,MSFT,51.790001
2016-06-03,AMZN,725.539978
2016-06-03,GOOGL,735.8599849999998
2016-06-03,AAPL,97.919998
2016-06-03,FB,118.470001
2016-06-06,AAPL,98.629997
2016-06-06,GOOGL,730.0599980000002
2016-06-06,AMZN,726.72998
2016-06-06,MSFT,52.130001
2016-06-06,FB,118.790001
2016-06-07,GOOGL,731.090027
2016-06-07,AAPL,99.029999
2016-06-07,AMZN,723.73999
2016-06-07,MSFT,52.099998
2016-06-07,FB,117.760002
2016-06-08,GOOGL,742.929993
2016-06-08,AAPL,98.940002
2016-06-08,MSFT,52.040001
2016-06-08,AMZN,726.6400150000002
2016-06-08,FB,118.389999
2016-06-09,AAPL,99.650002
2016-06-09,AMZN,727.650024
2016-06-09,GOOGL,742.52002
2016-06-09,MSFT,51.619999
2016-06-09,FB,118.559998
2016-06-10,MSFT,51.48
2016-06-10,AAPL,98.830002
2016-06-10,AMZN,717.909973
2016-06-10,GOOGL,733.1900019999998
2016-06-10,FB,116.620003
2016-06-13,GOOGL,731.880005
2016-06-13,AAPL,97.339996
2016-06-13,MSFT,50.139999
2016-06-13,FB,113.949997
2016-06-13,AMZN,715.23999
2016-06-14,AAPL,97.459999
2016-06-14,FB,114.940002
2016-06-14,MSFT,49.830002
2016-06-14,AMZN,719.299988
2016-06-14,GOOGL,733.25
2016-06-15,AMZN,714.26001
2016-06-15,FB,114.599998
2016-06-15,MSFT,49.689999
2016-06-15,GOOGL,732.1900019999998
2016-06-15,AAPL,97.139999
2016-06-16,MSFT,50.389999
2016-06-16,FB,114.389999
2016-06-16,AAPL,97.550003
2016-06-16,GOOGL,724.25
2016-06-16,AMZN,717.51001
2016-06-17,GOOGL,704.25
2016-06-17,AAPL,95.330002
2016-06-17,AMZN,706.3900150000002
2016-06-17,FB,113.019997
2016-06-17,MSFT,50.130001
2016-06-20,FB,113.370003
2016-06-20,AAPL,95.099998
2016-06-20,GOOGL,706.130005
2016-06-20,MSFT,50.07
2016-06-20,AMZN,714.01001
2016-06-21,AAPL,95.910004
2016-06-21,MSFT,51.189999
2016-06-21,FB,114.379997
2016-06-21,AMZN,715.820007
2016-06-21,GOOGL,708.880005
2016-06-22,AMZN,710.599976
2016-06-22,MSFT,50.990002
2016-06-22,FB,113.910004
2016-06-22,AAPL,95.550003
2016-06-22,GOOGL,710.469971
2016-06-23,MSFT,51.91
2016-06-23,GOOGL,714.869995
2016-06-23,AMZN,722.080017
2016-06-23,FB,115.080002
2016-06-23,AAPL,96.099998
2016-06-24,AMZN,698.960022
2016-06-24,FB,112.080002
2016-06-24,GOOGL,685.200012
2016-06-24,AAPL,93.400002
2016-06-24,MSFT,49.830002
2016-06-27,FB,108.970001
2016-06-27,GOOGL,681.1400150000002
2016-06-27,AAPL,92.040001
2016-06-27,MSFT,48.43
2016-06-27,AMZN,691.3599849999998
2016-06-28,MSFT,49.439999
2016-06-28,AAPL,93.589996
2016-06-28,GOOGL,691.26001
2016-06-28,AMZN,707.950012
2016-06-28,FB,112.699997
2016-06-29,MSFT,50.540001
2016-06-29,GOOGL,695.1900019999998
2016-06-29,AMZN,715.599976
2016-06-29,FB,114.160004
2016-06-29,AAPL,94.400002
2016-06-30,AMZN,715.619995
2016-06-30,FB,114.279999
2016-06-30,AAPL,95.599998
2016-06-30,GOOGL,703.530029
2016-06-30,MSFT,51.169998
2016-07-01,AMZN,725.679993
2016-07-01,AAPL,95.889999
2016-07-01,GOOGL,710.25
2016-07-01,MSFT,51.16
2016-07-01,FB,114.190002
2016-07-05,AAPL,94.989998
2016-07-05,AMZN,728.099976
2016-07-05,MSFT,51.169998
2016-07-05,GOOGL,704.8900150000002
2016-07-05,FB,114.199997
2016-07-06,AMZN,737.6099849999998
2016-07-06,AAPL,95.529999
2016-07-06,GOOGL,708.969971
2016-07-06,FB,116.699997
2016-07-06,MSFT,51.380001
2016-07-07,FB,115.849998
2016-07-07,GOOGL,707.26001
2016-07-07,MSFT,51.380001
2016-07-07,AAPL,95.940002
2016-07-07,AMZN,736.570007
2016-07-08,MSFT,52.299999
2016-07-08,GOOGL,717.780029
2016-07-08,FB,117.239998
2016-07-08,AMZN,745.8099980000002
2016-07-08,AAPL,96.68
2016-07-11,MSFT,52.59
2016-07-11,GOOGL,727.200012
2016-07-11,FB,117.870003
2016-07-11,AAPL,96.980003
2016-07-11,AMZN,753.780029
2016-07-12,AAPL,97.419998
2016-07-12,AMZN,748.210022
2016-07-12,GOOGL,732.51001
2016-07-12,MSFT,53.209999
2016-07-12,FB,117.93
2016-07-13,GOOGL,729.47998
2016-07-13,MSFT,53.509998
2016-07-13,AMZN,742.630005
2016-07-13,FB,116.779999
2016-07-13,AAPL,96.870003
2016-07-14,AAPL,98.790001
2016-07-14,GOOGL,735.799988
2016-07-14,MSFT,53.740002
2016-07-14,AMZN,741.200012
2016-07-14,FB,117.290001
2016-07-15,AAPL,98.779999
2016-07-15,MSFT,53.700001
2016-07-15,AMZN,735.4400019999998
2016-07-15,GOOGL,735.630005
2016-07-15,FB,116.860001
2016-07-18,AMZN,736.070007
2016-07-18,MSFT,53.959999
2016-07-18,GOOGL,753.200012
2016-07-18,FB,119.370003
2016-07-18,AAPL,99.830002
2016-07-19,AMZN,739.950012
2016-07-19,GOOGL,753.409973
2016-07-19,FB,120.610001
2016-07-19,MSFT,53.09
2016-07-19,AAPL,99.870003
2016-07-20,MSFT,55.91
2016-07-20,GOOGL,757.080017
2016-07-20,AAPL,99.959999
2016-07-20,FB,121.919998
2016-07-20,AMZN,745.719971
2016-07-21,MSFT,55.799999
2016-07-21,GOOGL,754.409973
2016-07-21,FB,120.610001
2016-07-21,AMZN,744.429993
2016-07-21,AAPL,99.43
2016-07-22,AAPL,98.660004
2016-07-22,MSFT,56.57
2016-07-22,GOOGL,759.280029
2016-07-22,AMZN,744.8599849999998
2016-07-22,FB,121.0
2016-07-25,AMZN,739.6099849999998
2016-07-25,GOOGL,757.52002
2016-07-25,FB,121.629997
2016-07-25,AAPL,97.339996
2016-07-25,MSFT,56.73
2016-07-26,MSFT,56.759998
2016-07-26,AAPL,96.669998
2016-07-26,AMZN,735.590027
2016-07-26,GOOGL,757.650024
2016-07-26,FB,121.220001
2016-07-27,AAPL,102.949997
2016-07-27,FB,123.339996
2016-07-27,MSFT,56.189999
2016-07-27,AMZN,736.669983
2016-07-27,GOOGL,761.969971
2016-07-28,AAPL,104.339996
2016-07-28,AMZN,752.6099849999998
2016-07-28,GOOGL,765.840027
2016-07-28,MSFT,56.209999
2016-07-28,FB,125.0
2016-07-29,GOOGL,791.340027
2016-07-29,AAPL,104.209999
2016-07-29,AMZN,758.8099980000002
2016-07-29,MSFT,56.68
2016-07-29,FB,123.940002
2016-08-01,AAPL,106.050003
2016-08-01,FB,124.309998
2016-08-01,MSFT,56.580002
2016-08-01,GOOGL,800.9400019999998
2016-08-01,AMZN,767.73999
2016-08-02,MSFT,56.580002
2016-08-02,AAPL,104.480003
2016-08-02,FB,123.089996
2016-08-02,AMZN,760.580017
2016-08-02,GOOGL,800.119995
2016-08-03,AMZN,754.6400150000002
2016-08-03,GOOGL,798.919983
2016-08-03,FB,122.510002
2016-08-03,MSFT,56.970001
2016-08-03,AAPL,105.790001
2016-08-04,FB,124.360001
2016-08-04,GOOGL,797.25
2016-08-04,AAPL,105.870003
2016-08-04,MSFT,57.389999
2016-08-04,AMZN,760.77002
2016-08-05,GOOGL,806.929993
2016-08-05,AMZN,765.97998
2016-08-05,FB,125.150002
2016-08-05,MSFT,57.959999
2016-08-05,AAPL,107.480003
2016-08-08,AAPL,108.370003
2016-08-08,AMZN,766.5599980000002
2016-08-08,GOOGL,805.22998
2016-08-08,MSFT,58.060001
2016-08-08,FB,125.260002
2016-08-09,GOOGL,807.47998
2016-08-09,AAPL,108.809998
2016-08-09,MSFT,58.200001
2016-08-09,FB,125.059998
2016-08-09,AMZN,768.3099980000002
2016-08-10,MSFT,58.02
2016-08-10,AAPL,108.0
2016-08-10,FB,124.879997
2016-08-10,GOOGL,808.48999
2016-08-10,AMZN,768.5599980000002
2016-08-11,AAPL,107.93
2016-08-11,FB,124.900002
2016-08-11,MSFT,58.299999
2016-08-11,GOOGL,808.200012
2016-08-11,AMZN,771.23999
2016-08-12,GOOGL,807.049988
2016-08-12,AAPL,108.18
2016-08-12,AMZN,772.5599980000002
2016-08-12,FB,124.879997
2016-08-12,MSFT,57.939999
2016-08-15,AAPL,109.480003
2016-08-15,MSFT,58.119999
2016-08-15,GOOGL,805.960022
2016-08-15,FB,123.900002
2016-08-15,AMZN,768.48999
2016-08-16,FB,123.300003
2016-08-16,AAPL,109.379997
2016-08-16,AMZN,764.039978
2016-08-16,MSFT,57.439999
2016-08-16,GOOGL,801.1900019999998
2016-08-17,GOOGL,805.419983
2016-08-17,AAPL,109.220001
2016-08-17,AMZN,764.630005
2016-08-17,MSFT,57.560001
2016-08-17,FB,124.370003
2016-08-18,AMZN,764.460022
2016-08-18,FB,123.910004
2016-08-18,AAPL,109.080002
2016-08-18,GOOGL,802.75
2016-08-18,MSFT,57.599998
2016-08-19,AMZN,757.3099980000002
2016-08-19,AAPL,109.360001
2016-08-19,MSFT,57.619999
2016-08-19,GOOGL,799.650024
2016-08-19,FB,123.559998
2016-08-22,GOOGL,796.950012
2016-08-22,MSFT,57.669998
2016-08-22,AAPL,108.510002
2016-08-22,AMZN,759.47998
2016-08-22,FB,124.150002
2016-08-23,AAPL,108.849998
2016-08-23,GOOGL,796.590027
2016-08-23,MSFT,57.889999
2016-08-23,AMZN,762.450012
2016-08-23,FB,124.370003
2016-08-24,MSFT,57.950001
2016-08-24,AAPL,108.029999
2016-08-24,GOOGL,793.599976
2016-08-24,FB,123.480003
2016-08-24,AMZN,757.25
2016-08-25,AMZN,759.219971
2016-08-25,MSFT,58.169998
2016-08-25,AAPL,107.57
2016-08-25,FB,123.889999
2016-08-25,GOOGL,791.299988
2016-08-26,FB,124.959999
2016-08-26,MSFT,58.029999
2016-08-26,AMZN,769.0
2016-08-26,GOOGL,793.219971
2016-08-26,AAPL,106.940002
2016-08-29,AAPL,106.82
2016-08-29,GOOGL,795.820007
2016-08-29,MSFT,58.099998
2016-08-29,AMZN,771.289978
2016-08-29,FB,126.540001
2016-08-30,MSFT,57.889999
2016-08-30,GOOGL,791.919983
2016-08-30,FB,125.839996
2016-08-30,AMZN,767.580017
2016-08-30,AAPL,106.0
2016-08-31,AAPL,106.099998
2016-08-31,MSFT,57.459999
2016-08-31,FB,126.120003
2016-08-31,AMZN,769.159973
2016-08-31,GOOGL,789.849976
2016-09-01,GOOGL,791.400024
2016-09-01,FB,126.169998
2016-09-01,AMZN,770.619995
2016-09-01,MSFT,57.59
2016-09-01,AAPL,106.730003
2016-09-02,AAPL,107.730003
2016-09-02,FB,126.510002
2016-09-02,GOOGL,796.869995
2016-09-02,MSFT,57.669998
2016-09-02,AMZN,772.4400019999998
2016-09-06,FB,129.729996
2016-09-06,MSFT,57.610001
2016-09-06,AMZN,788.869995
2016-09-06,GOOGL,808.02002
2016-09-06,AAPL,107.699997
2016-09-07,AMZN,784.47998
2016-09-07,FB,131.050003
2016-09-07,GOOGL,807.98999
2016-09-07,MSFT,57.66
2016-09-07,AAPL,108.360001
2016-09-08,AMZN,784.0599980000002
2016-09-08,MSFT,57.43
2016-09-08,AAPL,105.519997
2016-09-08,GOOGL,802.840027
2016-09-08,FB,130.270004
2016-09-09,AMZN,760.1400150000002
2016-09-09,MSFT,56.209999
2016-09-09,AAPL,103.129997
2016-09-09,GOOGL,788.47998
2016-09-09,FB,127.099998
2016-09-12,FB,128.690002
2016-09-12,AMZN,771.48999
2016-09-12,AAPL,105.440002
2016-09-12,GOOGL,798.820007
2016-09-12,MSFT,57.049999
2016-09-13,GOOGL,788.719971
2016-09-13,AMZN,761.01001
2016-09-13,MSFT,56.529999
2016-09-13,FB,127.209999
2016-09-13,AAPL,107.949997
2016-09-14,AMZN,761.090027
2016-09-14,FB,127.769997
2016-09-14,MSFT,56.259998
2016-09-14,AAPL,111.769997
2016-09-14,GOOGL,790.460022
2016-09-15,AAPL,115.57
2016-09-15,AMZN,769.6900019999998
2016-09-15,FB,128.350006
2016-09-15,MSFT,57.189999
2016-09-15,GOOGL,801.22998
2016-09-16,AMZN,778.52002
2016-09-16,FB,129.070007
2016-09-16,AAPL,114.919998
2016-09-16,MSFT,57.25
2016-09-16,GOOGL,797.969971
2016-09-19,AAPL,113.580002
2016-09-19,FB,128.649994
2016-09-19,AMZN,775.099976
2016-09-19,GOOGL,795.3900150000002
2016-09-19,MSFT,56.93
2016-09-20,MSFT,56.810001
2016-09-20,FB,128.639999
2016-09-20,AAPL,113.57
2016-09-20,GOOGL,799.780029
2016-09-20,AMZN,780.219971
2016-09-21,GOOGL,805.030029
2016-09-21,FB,129.940002
2016-09-21,AAPL,113.550003
2016-09-21,AMZN,789.73999
2016-09-21,MSFT,57.759998
2016-09-22,GOOGL,815.950012
2016-09-22,AMZN,804.700012
2016-09-22,AAPL,114.620003
2016-09-22,MSFT,57.82
2016-09-22,FB,130.080002
2016-09-23,GOOGL,814.960022
2016-09-23,MSFT,57.43
2016-09-23,AAPL,112.709999
2016-09-23,AMZN,805.75
2016-09-23,FB,127.959999
2016-09-26,FB,127.309998
2016-09-26,MSFT,56.900002
2016-09-26,GOOGL,802.650024
2016-09-26,AAPL,112.879997
2016-09-26,AMZN,799.159973
2016-09-27,MSFT,57.950001
2016-09-27,AAPL,113.089996
2016-09-27,GOOGL,810.72998
2016-09-27,FB,128.690002
2016-09-27,AMZN,816.1099849999998
2016-09-28,GOOGL,810.0599980000002
2016-09-28,MSFT,58.029999
2016-09-28,AAPL,113.949997
2016-09-28,AMZN,828.719971
2016-09-28,FB,129.229996
2016-09-29,GOOGL,802.6400150000002
2016-09-29,AAPL,112.18
2016-09-29,AMZN,829.049988
2016-09-29,MSFT,57.400002
2016-09-29,FB,128.089996
2016-09-30,GOOGL,804.0599980000002
2016-09-30,MSFT,57.599998
2016-09-30,FB,128.270004
2016-09-30,AAPL,113.050003
2016-09-30,AMZN,837.3099980000002
2016-10-03,MSFT,57.419998
2016-10-03,FB,128.770004
2016-10-03,AMZN,836.73999
2016-10-03,AAPL,112.519997
2016-10-03,GOOGL,800.380005
2016-10-04,AAPL,113.0
2016-10-04,GOOGL,802.789978
2016-10-04,MSFT,57.240002
2016-10-04,FB,128.190002
2016-10-04,AMZN,834.030029
2016-10-05,AMZN,844.3599849999998
2016-10-05,AAPL,113.050003
2016-10-05,MSFT,57.639999
2016-10-05,FB,128.470001
2016-10-05,GOOGL,801.22998
2016-10-06,AAPL,113.889999
2016-10-06,FB,128.740005
2016-10-06,GOOGL,803.080017
2016-10-06,MSFT,57.740002
2016-10-06,AMZN,841.659973
2016-10-07,AMZN,839.429993
2016-10-07,FB,128.990005
2016-10-07,GOOGL,800.710022
2016-10-07,AAPL,114.059998
2016-10-07,MSFT,57.799999
2016-10-10,GOOGL,814.169983
2016-10-10,AMZN,841.7100220000002
2016-10-10,AAPL,116.050003
2016-10-10,FB,130.240005
2016-10-10,MSFT,58.040001
2016-10-11,AAPL,116.300003
2016-10-11,MSFT,57.189999
2016-10-11,FB,128.880005
2016-10-11,AMZN,831.0
2016-10-11,GOOGL,809.570007
2016-10-12,FB,129.050003
2016-10-12,AAPL,117.339996
2016-10-12,AMZN,834.090027
2016-10-12,GOOGL,811.77002
2016-10-12,MSFT,57.110001
2016-10-13,MSFT,56.919998
2016-10-13,FB,127.82
2016-10-13,AMZN,829.280029
2016-10-13,GOOGL,804.080017
2016-10-13,AAPL,116.980003
2016-10-14,FB,127.879997
2016-10-14,GOOGL,804.599976
2016-10-14,AAPL,117.629997
2016-10-14,AMZN,822.960022
2016-10-14,MSFT,57.419998
2016-10-17,AAPL,117.550003
2016-10-17,GOOGL,806.840027
2016-10-17,AMZN,812.950012
2016-10-17,MSFT,57.220001
2016-10-17,FB,127.540001
2016-10-18,MSFT,57.66
2016-10-18,FB,128.570007
2016-10-18,GOOGL,821.48999
2016-10-18,AAPL,117.470001
2016-10-18,AMZN,817.650024
2016-10-19,MSFT,57.529999
2016-10-19,GOOGL,826.840027
2016-10-19,AAPL,117.120003
2016-10-19,AMZN,817.6900019999998
2016-10-19,FB,130.110001
2016-10-20,GOOGL,821.630005
2016-10-20,AAPL,117.059998
2016-10-20,AMZN,810.320007
2016-10-20,MSFT,57.25
2016-10-20,FB,130.0
2016-10-21,MSFT,59.66
2016-10-21,AMZN,818.98999
2016-10-21,FB,132.070007
2016-10-21,AAPL,116.599998
2016-10-21,GOOGL,824.0599980000002
2016-10-24,MSFT,61.0
2016-10-24,AMZN,838.090027
2016-10-24,GOOGL,835.73999
2016-10-24,FB,133.279999
2016-10-24,AAPL,117.650002
2016-10-25,FB,132.28999299999998
2016-10-25,AAPL,118.25
2016-10-25,MSFT,60.990002
2016-10-25,AMZN,835.179993
