Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,1stFlrSF,2ndFlrSF,GrLivArea.1,FullBath,HalfBath,GarageCars,SalePrice
831,20,11900,6,5,1957,1392,1392,0,1392,1,1,2,166000
832,160,3180,7,5,2005,1200,520,600,1200,2,1,2,151000
833,60,9548,7,6,2003,1829,941,888,1829,2,1,2,237000
834,20,10004,6,6,1964,1516,1516,0,1516,1,1,2,167000
835,20,7875,5,6,1961,1144,1144,0,1144,1,0,2,139950
836,20,9600,4,7,1950,1067,1067,0,1067,2,0,2,128000
837,30,8100,5,6,1948,1559,1559,0,1559,1,0,2,153500
838,160,1680,6,5,1973,987,483,504,987,1,1,1,100000
839,20,9525,5,6,1995,1099,1099,0,1099,1,1,1,144000
840,50,11767,5,6,1946,1200,768,432,1200,1,0,1,130500
841,70,12155,6,8,1925,1482,810,672,1482,2,0,1,140000
842,70,10440,5,8,1904,1539,958,581,1539,2,0,2,157500
843,80,9020,6,7,1966,1165,1165,0,1165,1,1,2,174900
844,90,8000,5,4,1961,1800,1800,0,1800,2,0,0,141000
845,50,12665,5,8,1915,1416,876,540,1416,1,1,3,153900
846,85,16647,5,5,1975,1701,1701,0,1701,2,0,2,171000
847,60,9317,7,5,1993,1775,1006,769,1775,2,1,2,213000
848,20,15523,5,6,1972,864,864,0,864,1,0,1,133500
849,50,45600,6,8,1908,2358,1307,1051,2358,3,0,2,240000
850,80,9600,6,7,1976,1855,1094,761,1855,2,1,2,187000
851,120,4435,6,5,2003,848,848,0,848,1,0,2,131500
852,120,3196,8,5,2003,1456,1456,0,1456,2,0,2,215000
853,75,7128,7,5,1941,1646,918,728,1646,2,0,1,164000
854,80,12095,6,6,1964,1445,1445,0,1445,1,1,2,158000
855,20,17920,5,4,1955,1779,1779,0,1779,1,1,2,170000
856,20,6897,5,8,1962,1040,1040,0,1040,1,1,1,127000
857,80,10970,6,6,1978,1026,1026,0,1026,1,0,2,147000
858,60,8125,6,5,1994,1481,702,779,1481,2,1,2,174000
859,20,10400,7,5,1976,1370,1370,0,1370,2,0,2,152000
860,60,11029,6,7,1968,2654,1512,1142,2654,2,1,2,250000
861,50,7642,7,8,1918,1426,912,514,1426,1,1,1,189950
862,190,11625,5,4,1965,1039,1039,0,1039,1,1,2,131500
863,20,9672,6,5,1984,1097,1097,0,1097,2,0,2,152000
864,20,7931,5,5,1959,1148,1148,0,1148,1,0,1,132500
865,20,8640,7,5,2007,1372,1372,0,1372,2,0,2,250580
866,20,8750,5,6,1970,1002,1002,0,1002,1,0,2,148500
867,20,10656,8,5,2006,1646,1646,0,1646,2,0,3,248900
868,20,6970,4,5,1961,1120,1120,0,1120,1,1,2,129000
869,60,14762,5,6,1948,2320,1547,720,2320,2,0,2,169000
870,60,9938,7,5,1993,1949,1062,887,1949,2,1,2,236000
871,20,6600,5,5,1962,894,894,0,894,1,0,1,109500
872,60,8750,6,5,1998,1682,804,878,1682,2,1,2,200500
873,20,8892,5,7,1953,910,910,0,910,1,0,2,116000
874,40,12144,5,7,1949,1268,1036,0,1268,1,0,1,133000
875,50,5720,5,6,1941,1131,676,455,1131,1,1,1,66500
876,60,9000,8,5,2007,2610,1184,1426,2610,2,1,2,303477
877,20,25286,4,5,1963,1040,1040,0,1040,1,0,2,132250
878,60,8834,9,5,2004,2224,1462,762,2224,2,1,3,350000
879,85,11782,5,7,1961,1155,1155,0,1155,1,0,2,148000
880,20,7000,5,8,1978,864,864,0,864,1,0,1,136500
881,20,7024,5,5,2005,1090,1090,0,1090,1,1,2,157000
882,50,13758,7,5,1990,1717,1187,530,1717,2,1,2,187500
883,60,9636,6,5,1992,1593,808,785,1593,2,1,2,178000
884,75,6204,4,5,1912,2230,954,795,2230,1,0,1,118500
885,20,7150,5,5,1967,892,892,0,892,1,0,1,100000
886,120,5119,9,5,1999,1709,1709,0,1709,2,0,2,328900
887,90,8393,5,5,1959,1712,1712,0,1712,2,0,2,145000
888,50,16466,5,7,1955,1393,872,521,1393,1,1,1,135500
889,20,15865,8,6,1970,2217,2217,0,2217,2,0,2,268000
890,20,12160,6,4,1953,1505,1505,0,1505,1,0,2,149500
891,50,8064,5,7,1949,924,672,252,924,1,0,2,122900
892,60,11184,6,5,1978,1683,918,765,1683,2,1,2,172500
893,20,8414,6,8,1963,1068,1068,0,1068,1,0,1,154500
894,20,13284,5,5,1954,1383,1383,0,1383,1,0,1,165000
895,90,7018,5,5,1979,1535,1535,0,1535,2,0,2,118858
896,60,7056,6,5,1963,1796,983,813,1796,1,1,2,140000
897,30,8765,4,6,1936,951,951,0,951,1,0,1,106500
898,90,7018,5,5,1979,2240,1120,1120,2240,2,0,2,142953
899,20,12919,9,5,2009,2364,2364,0,2364,2,1,3,611657
900,20,6993,5,7,1961,1236,1236,0,1236,1,0,1,135000
901,20,7340,4,6,1971,858,858,0,858,1,0,1,110000
902,20,8712,5,7,1957,1306,1306,0,1306,1,0,1,153000
903,60,7875,7,5,2003,1509,807,702,1509,2,1,2,180000
904,20,14859,7,5,2006,1670,1670,0,1670,2,0,3,240000
905,20,6173,5,6,1967,902,902,0,902,1,0,1,125500
906,20,9920,5,5,1954,1063,1063,0,1063,1,0,1,128000
907,20,13501,8,5,2006,1636,1636,0,1636,2,0,3,255000
908,50,11500,7,7,1936,2057,1020,1037,2057,1,1,1,250000
909,20,8885,5,5,1983,902,902,0,902,1,0,2,131000
910,60,12589,6,5,2005,1484,742,742,1484,2,1,2,174000
911,90,11600,5,5,1960,2274,1105,1169,2274,2,0,2,154300
912,20,9286,5,7,1977,1268,1268,0,1268,1,1,1,143500
913,30,6120,5,7,1925,1015,1015,0,1015,1,0,1,88000
914,90,6270,5,6,1949,2002,1001,1001,2002,2,0,3,145000
915,160,3000,6,5,2009,1224,612,612,1224,2,1,2,173733
916,160,2001,4,5,1970,1092,546,546,1092,1,1,1,75000
917,20,9000,2,3,1949,480,480,0,480,0,0,1,35311
918,20,17140,4,6,1956,1229,1229,0,1229,1,0,1,135000
919,60,13125,7,5,1991,2127,912,1215,2127,2,1,3,238000
920,20,11029,6,8,1958,1414,1414,0,1414,1,0,2,176500
921,60,8462,6,5,1994,1721,936,785,1721,2,1,2,201000
922,90,8777,5,7,1900,2200,1272,928,2200,2,2,0,145900
923,20,10237,6,5,2005,1316,1316,0,1316,2,0,2,169990
924,120,8012,6,5,1993,1617,1617,0,1617,2,0,2,193000
925,20,10240,6,6,1980,1686,1686,0,1686,2,0,2,207500
926,20,15611,5,6,1977,1126,1126,0,1126,2,0,2,175000
927,60,11999,8,5,2003,2374,1234,1140,2374,2,1,3,285000
928,60,9900,7,5,1968,1978,1098,880,1978,2,1,2,176000
929,20,11838,8,5,2001,1788,1788,0,1788,2,0,2,236500
930,60,13006,7,5,1997,2236,993,1243,2236,2,1,2,222000
931,20,8925,8,5,2007,1466,1466,0,1466,2,0,3,201000
932,20,9100,5,6,1965,925,925,0,925,1,0,1,117500
933,20,11670,9,5,2006,1905,1905,0,1905,2,0,3,320000
934,20,8487,7,5,2004,1500,1500,0,1500,2,0,2,190000
935,20,27650,7,7,1960,2069,2069,0,2069,2,0,2,242000
936,30,5825,4,5,1926,747,747,0,747,1,0,2,79900
937,20,10083,7,5,2003,1200,1200,0,1200,2,0,2,184900
938,60,9675,7,5,2005,1971,1113,858,1971,2,1,2,253000
939,60,8760,7,5,2006,1962,1391,571,1962,2,1,3,239799
940,70,24090,7,7,1940,2403,1207,1196,2403,2,0,1,244400
941,90,12640,6,5,1976,1728,1728,0,1728,2,0,2,150900
942,60,8755,7,5,1999,2060,1022,1038,2060,2,1,2,214000
943,90,7711,4,3,1977,1440,1440,0,1440,2,0,0,150000
944,90,25000,5,4,1967,1632,1632,0,1632,2,0,2,143000
945,20,14375,6,6,1958,1344,1344,0,1344,1,0,2,137500
946,50,8820,5,6,1890,1869,1188,561,1869,1,0,2,124900
947,80,8163,5,6,1959,1144,1144,0,1144,1,0,1,143000
948,20,14536,8,5,2002,1629,1629,0,1629,2,0,3,270000
949,60,14006,7,5,2002,1776,936,840,1776,2,1,2,192500
950,20,9360,6,7,1972,1381,1381,0,1381,1,1,2,197500
951,20,7200,5,8,1950,864,864,0,864,1,0,2,129000
952,20,7800,5,5,1965,965,965,0,965,1,0,1,119900
953,85,7200,5,8,1972,768,768,0,768,1,0,1,133900
954,60,11075,5,4,1969,1968,1168,800,1968,2,1,2,172000
955,90,9400,6,5,1975,980,980,0,980,2,0,0,127500
956,90,7136,6,6,1946,1958,979,979,1958,2,0,2,145000
957,160,1300,6,6,1980,1229,561,668,1229,1,1,2,124000
958,20,7420,5,5,1962,1057,1057,0,1057,1,0,2,132000
959,20,8450,7,5,2003,1337,1337,0,1337,2,0,2,185000
960,160,2572,7,5,1999,1416,696,720,1416,2,1,2,155000
961,20,7207,5,7,1958,858,858,0,858,1,0,0,116500
962,60,12227,6,7,1977,2872,1542,1330,2872,2,1,2,272000
963,160,2308,6,6,1976,1548,804,744,1548,2,1,2,155000
964,20,11923,9,5,2007,1800,1800,0,1800,2,0,2,239000
965,60,11316,7,5,2002,1894,824,1070,1894,2,1,2,214900
966,60,10237,6,5,2005,1484,783,701,1484,2,1,2,178900
967,50,9600,5,7,1940,1308,976,332,1308,1,1,1,160000
968,20,7390,5,7,1955,1098,1098,0,1098,1,0,1,135000
969,50,5925,3,6,1910,968,600,368,968,1,0,0,37900
970,190,10382,6,5,1958,1095,1095,0,1095,1,0,1,140000
971,50,10800,4,4,1949,1192,720,472,1192,1,1,0,135000
972,160,2268,7,5,2003,1626,764,862,1626,2,0,2,173000
973,120,7892,6,5,1979,918,918,0,918,2,0,1,99500
974,20,11639,7,5,2007,1428,1428,0,1428,2,0,2,182000
975,70,11414,7,8,1910,2019,1136,883,2019,1,0,2,167500
976,160,2651,7,5,2000,1382,673,709,1382,2,1,2,165000
977,30,5900,4,7,1923,869,869,0,869,1,0,0,85500
978,120,4274,7,5,2006,1241,1241,0,1241,1,1,2,199900
979,20,9450,4,5,1954,894,894,0,894,1,0,2,110000
980,20,8816,5,6,1963,1121,1121,0,1121,1,0,2,139000
981,85,12122,7,9,1961,999,999,0,999,1,0,2,178400
982,60,12203,8,5,1998,2612,1276,1336,2612,2,1,3,336000
983,20,3182,7,5,2007,1266,1266,0,1266,2,0,2,159895
984,60,11250,8,5,2002,2290,1149,1141,2290,2,1,2,255900
985,90,10125,5,5,1977,1734,1302,432,1734,2,0,2,126000
986,190,10880,5,5,1950,1164,1164,0,1164,1,0,1,125000
987,50,5310,6,8,1910,1635,1001,634,1635,1,0,1,117000
988,20,10159,9,5,2009,1940,1940,0,1940,2,1,3,395192
989,60,12046,6,6,1976,2030,1118,912,2030,2,1,2,195000
990,60,8125,7,5,2006,1576,778,798,1576,2,1,2,197000
991,60,9452,8,5,1997,2392,1407,985,2392,2,1,3,348000
992,70,17671,8,9,1882,1742,916,826,1742,1,1,2,168000
993,60,9760,6,8,1964,1851,1020,831,1851,2,1,2,187000
994,60,8846,6,5,2005,1500,750,750,1500,2,1,2,173900
995,20,12456,10,5,2006,1718,1718,0,1718,2,0,3,337500
996,50,4712,4,7,1946,1230,774,456,1230,1,1,1,121600
997,20,10659,5,6,1961,1050,1050,0,1050,1,0,1,136500
998,20,11717,6,6,1970,1442,1442,0,1442,2,0,2,185000
999,30,9786,3,4,1922,1077,1077,0,1077,1,0,1,91000
1000,20,6762,7,5,2006,1208,1208,0,1208,2,0,2,206000
1001,20,10206,3,3,1952,944,944,0,944,1,0,2,82000
1002,30,5400,5,6,1920,691,691,0,691,1,0,1,86000
1003,20,11957,8,5,2006,1574,1574,0,1574,2,0,3,232000
1004,90,11500,5,6,1976,1680,1680,0,1680,2,0,2,136905
1005,120,3182,7,5,2005,1504,1504,0,1504,2,0,2,181000
1006,80,8385,5,8,1977,985,985,0,985,2,0,1,149900
1007,20,12155,6,3,1970,1657,1657,0,1657,2,0,2,163500
1008,160,2217,4,4,1970,1092,546,546,1092,1,1,1,88000
1009,20,12118,7,5,2004,1710,1710,0,1710,2,0,2,240000
1010,50,6000,5,5,1926,1522,1008,0,1522,2,0,0,102000
1011,50,21286,5,5,1948,1271,720,551,1271,2,0,1,135000
1012,90,9825,5,5,1965,1664,1664,0,1664,2,0,0,100000
1013,70,10592,6,7,1923,1502,900,602,1502,1,1,1,165000
1014,30,7200,5,4,1910,1022,1022,0,1022,1,0,1,85000
1015,20,11664,6,5,1948,1082,1082,0,1082,1,0,1,119200
1016,60,8400,8,6,2001,1665,810,855,1665,2,1,2,227000
1017,20,11883,7,5,1996,1504,1504,0,1504,2,0,2,203000
1018,120,5814,8,5,1984,1360,1360,0,1360,1,0,2,187500
1019,80,10784,7,5,1991,1472,802,670,1472,2,1,2,160000
1020,120,3013,7,5,2005,1506,1506,0,1506,2,0,2,213490
1021,20,7024,4,5,2005,1132,1132,0,1132,1,1,2,176000
1022,20,7406,7,5,2006,1220,1220,0,1220,2,0,2,194000
1023,50,9439,5,5,1930,1248,912,336,1248,1,0,1,87000
1024,120,3182,7,5,2005,1504,1504,0,1504,2,0,2,191000
1025,20,15498,8,6,1976,2898,2898,0,2898,2,0,2,287000
1026,20,7700,5,5,1972,882,882,0,882,1,0,2,112500
1027,20,9300,5,5,1960,1264,1264,0,1264,1,0,2,167500
1028,20,9520,8,5,2007,1646,1646,0,1646,2,0,3,293077
1029,50,9492,5,5,1941,1376,968,408,1376,1,0,1,105000
1030,160,1680,6,7,1972,1218,672,546,1218,1,1,1,118000
1031,190,7082,5,8,1916,1928,948,980,1928,2,0,0,160000
1032,75,15863,7,3,1920,3082,1687,998,3082,2,1,2,197000
1033,60,14541,8,7,1993,2520,1352,1168,2520,2,1,3,310000
1034,20,8125,7,5,2002,1654,1654,0,1654,2,0,3,230000
1035,30,6305,5,7,1938,954,954,0,954,1,0,1,119750
1036,20,11500,4,3,1957,845,845,0,845,1,0,1,84000
1037,20,12898,9,5,2007,1620,1620,0,1620,2,0,3,315500
1038,60,9240,8,5,2001,2263,1055,1208,2263,2,1,2,287000
1039,160,1533,4,6,1970,1344,798,546,1344,1,1,0,97000
1040,180,1477,4,4,1970,630,630,0,630,1,0,1,80000
1041,20,13125,5,4,1957,1803,1803,0,1803,2,0,2,155000
1042,60,9130,6,8,1966,1632,800,832,1632,1,1,2,173000
1043,120,5381,6,5,2005,1306,1306,0,1306,2,0,2,196000
1044,60,11839,7,5,1990,2329,1532,797,2329,2,1,2,262280
1045,20,9600,8,5,1981,2524,2524,0,2524,2,1,2,278000
1046,20,13680,3,5,1955,1733,1733,0,1733,2,0,2,139600
1047,60,16056,9,5,2005,2868,1992,876,2868,3,1,3,556581
1048,20,9245,5,5,1994,990,990,0,990,1,0,2,145000
1049,20,21750,5,4,1960,1771,1771,0,1771,1,0,2,115000
1050,20,11100,4,7,1946,930,930,0,930,1,0,1,84900
1051,20,8993,7,5,2007,1302,1302,0,1302,2,0,2,176485
1052,20,11175,7,5,2007,1316,1316,0,1316,2,0,2,200141
1053,60,9500,6,6,1964,1977,1127,850,1977,1,1,2,165000
1054,20,8562,5,6,1957,1526,1526,0,1526,1,0,1,144500
1055,60,11367,8,5,2002,1989,1091,898,1989,2,1,2,255000
1056,20,11361,6,5,1976,1523,1523,0,1523,2,0,2,180000
1057,120,7052,7,5,2005,1364,1364,0,1364,2,0,2,185850
1058,60,29959,7,6,1994,1850,979,871,1850,2,1,2,248000
1059,60,11308,9,5,2008,2184,1130,1054,2184,2,1,3,335000
1060,50,11275,6,7,1932,1991,1096,895,1991,1,1,2,220000
1061,120,4920,8,5,2001,1338,1338,0,1338,2,0,2,213500
1062,30,18000,3,4,1935,894,894,0,894,1,0,3,81000
1063,190,13600,5,5,1900,2337,1422,915,2337,2,0,2,90000
1064,30,6000,6,6,1925,1103,1103,0,1103,1,0,2,110500
1065,20,11000,5,6,1966,1154,1154,0,1154,1,1,2,154000
1066,60,14000,7,5,1996,2260,1306,954,2260,2,1,2,328000
1067,60,7837,6,7,1993,1571,799,772,1571,2,1,2,178000
1068,60,9760,6,6,1964,1611,798,813,1611,1,1,2,167900
1069,160,3964,6,4,1973,2521,1291,1230,2521,2,1,2,151400
1070,45,9600,5,7,1949,893,893,0,893,1,0,2,135000
1071,20,10152,5,5,1956,1048,1048,0,1048,1,0,1,135000
1072,60,11700,6,6,1968,1556,829,727,1556,1,1,2,154000
1073,50,7585,5,3,1948,1456,1002,454,1456,1,0,1,91500
1074,60,7950,6,6,1977,1426,698,728,1426,1,1,2,159500
1075,20,8556,7,5,2006,1240,1240,0,1240,2,0,3,194000
1076,70,13125,7,6,1940,1740,960,780,1740,1,1,1,219500
1077,50,10800,5,8,1936,1466,1096,370,1466,2,0,2,170000
1078,20,15870,5,5,1969,1096,1096,0,1096,1,0,1,138800
1079,120,4435,6,5,2004,848,848,0,848,1,0,2,155900
1080,20,8775,5,5,1994,990,990,0,990,1,0,1,126000
1081,20,11040,6,7,1971,1258,1258,0,1258,2,0,2,145000
1082,20,7500,5,5,1963,1040,1040,0,1040,1,1,1,133000
1083,20,8749,7,5,2002,1459,1459,0,1459,2,0,2,192000
1084,20,8800,6,6,1964,1251,1251,0,1251,1,0,1,160000
1085,60,13031,6,5,1995,1498,691,807,1498,2,1,2,187500
1086,85,9069,6,6,1992,996,996,0,996,1,0,2,147000
1087,160,1974,4,5,1973,1092,546,546,1092,1,1,1,83500
1088,60,10574,8,5,2005,1953,1082,871,1953,2,1,3,252000
1089,160,2522,7,5,2004,1709,970,739,1709,2,0,2,137500
1090,120,3316,8,5,2005,1247,1247,0,1247,1,1,2,197000
1091,90,8544,3,4,1950,1040,1040,0,1040,2,0,2,92900
1092,160,2160,7,5,1999,1252,624,628,1252,2,1,2,160000
1093,50,8400,6,5,1925,1694,1390,304,1694,2,0,2,136500
1094,20,9230,5,8,1965,1200,1200,0,1200,1,1,2,146000
1095,20,5868,5,7,1956,936,936,0,936,1,0,1,129000
1096,20,9317,6,5,2006,1314,1314,0,1314,2,0,2,176432
1097,70,6882,6,7,1914,1355,773,582,1355,1,1,0,127000
1098,120,3696,8,5,1986,1088,1088,0,1088,1,1,2,170000
1099,50,6000,4,6,1936,1324,757,567,1324,1,0,1,128000
1100,20,11880,7,5,1978,1601,1601,0,1601,2,0,2,157000
1101,30,8400,2,5,1920,438,438,0,438,1,0,1,60000
1102,20,9758,5,5,1971,950,950,0,950,1,0,1,119500
1103,20,7000,5,7,1960,1134,1134,0,1134,1,0,1,135000
1104,20,8910,6,6,1959,1194,1194,0,1194,1,0,2,159500
1105,160,2016,5,5,1970,1302,630,672,1302,2,1,2,106000
1106,60,12256,8,5,1994,2622,1500,1122,2622,2,1,2,325000
1107,20,10357,7,5,1990,1442,1442,0,1442,2,0,2,179900
1108,60,23257,7,5,2006,2021,887,1134,2021,2,1,2,274725
1109,60,8063,6,5,2000,1690,948,742,1690,2,1,2,181000
1110,20,11362,8,5,2004,1836,1836,0,1836,2,0,3,280000
1111,60,8000,6,5,1995,1658,773,885,1658,2,1,2,188000
1112,60,10480,7,6,1976,1964,1098,866,1964,2,1,2,205000
1113,20,7100,5,7,1957,816,816,0,816,1,0,1,129900
1114,20,8923,5,7,1953,1008,1008,0,1008,1,0,1,134500
1115,20,5400,5,7,1954,833,833,0,833,1,0,1,117000
1116,20,12085,8,5,2007,1734,1734,0,1734,2,0,3,318000
1117,80,7750,8,5,2002,1419,779,640,1419,2,1,2,184100
1118,20,9764,5,7,1967,894,894,0,894,1,0,2,130000
1119,80,13825,5,6,1958,1601,1021,580,1601,1,0,1,140000
1120,20,7560,5,5,1959,1040,1040,0,1040,1,0,1,133700
1121,30,8263,6,5,1920,1012,1012,0,1012,1,0,1,118400
1122,20,10084,7,5,2005,1552,1552,0,1552,2,0,3,212900
1123,20,8926,4,3,1956,960,960,0,960,1,0,1,112000
1124,20,9405,5,9,1947,698,698,0,698,1,0,0,118000
1125,80,9125,7,5,1992,1482,812,670,1482,2,1,2,163900
1126,20,10434,4,5,1955,1005,1005,0,1005,1,0,2,115000
1127,120,3684,7,5,2007,1555,1555,0,1555,2,0,3,174000
1128,20,14572,7,5,2004,1530,1530,0,1530,2,0,3,259000
1129,60,11796,7,5,2004,1959,847,1112,1959,2,1,2,215000
1130,90,7200,5,5,1980,936,936,0,936,1,0,2,140000
1131,50,7804,4,3,1928,1981,1328,653,1981,2,0,2,135000
1132,20,10712,5,5,1991,974,974,0,974,1,0,0,93500
1133,70,9900,6,4,1880,2210,1178,1032,2210,2,0,1,117500
1134,60,9828,8,5,1995,2020,1142,878,2020,2,1,2,239500
1135,60,8773,6,5,1997,1600,916,684,1600,2,1,2,169000
1136,30,6180,6,5,1926,986,986,0,986,1,0,1,102000
1137,50,9600,6,5,1950,1252,1032,220,1252,1,0,1,119000
1138,50,6342,5,8,1875,1020,780,240,1020,1,0,0,94000
1139,20,9819,6,5,1977,1567,1567,0,1567,2,0,2,196000
1140,30,8731,5,5,1920,1167,1167,0,1167,1,0,2,144000
1141,20,7350,5,7,1951,952,952,0,952,1,0,2,139000
1142,60,10304,5,7,1976,1868,1088,780,1868,2,1,2,197500
1143,60,9965,8,5,2006,2828,1466,1362,2828,3,0,3,424870
1144,20,9000,5,3,1959,1006,1006,0,1006,1,0,0,80000
1145,190,12180,4,4,1941,924,672,252,924,1,0,1,80000
1146,50,6240,5,6,1928,1576,1042,534,1576,1,0,1,149000
1147,20,11200,6,5,1985,1298,1298,0,1298,2,0,2,180000
1148,70,12000,7,7,1941,1564,860,704,1564,1,1,1,174500
1149,50,5700,7,7,1926,1111,572,539,1111,1,0,1,116900
1150,70,9000,7,9,1920,1482,832,650,1482,1,0,2,143000
1151,20,8280,6,5,1950,932,932,0,932,1,0,1,124000
1152,20,17755,5,4,1959,1466,1466,0,1466,1,1,2,149900
1153,20,14115,6,7,1956,1811,1811,0,1811,1,0,2,230000
1154,30,5890,6,8,1930,816,816,0,816,1,0,1,120500
1155,60,13700,7,6,1965,1820,902,918,1820,1,2,2,201800
1156,20,10768,5,8,1976,1437,1437,0,1437,2,0,2,218000
1157,80,9350,5,8,1965,1265,1265,0,1265,2,0,2,179900
1158,120,5001,7,5,2007,1314,1314,0,1314,2,0,2,230000
1159,20,11932,8,5,2007,1580,1580,0,1580,2,0,3,235128
1160,60,9120,6,6,1974,1876,943,933,1876,2,1,2,185000
1161,160,2280,6,5,1978,1456,855,601,1456,2,1,2,146000
1162,20,14778,6,7,1954,1640,1640,0,1640,1,0,2,224000
1163,20,8724,5,5,1968,894,894,0,894,1,0,2,129000
1164,90,12900,4,4,1969,1258,1258,0,1258,0,2,2,108959
1165,80,16157,5,7,1978,1432,1432,0,1432,1,1,2,194000
1166,20,9541,7,5,2009,1502,1502,0,1502,2,0,2,233170
1167,20,10475,8,5,2008,1694,1694,0,1694,2,0,3,245350
1168,60,10852,6,5,2000,1671,959,712,1671,2,1,2,173000
1169,70,13728,6,7,1935,2108,1236,872,2108,2,0,2,235000
1170,60,35760,10,5,1995,3627,1831,1796,3627,3,1,3,625000
1171,80,9880,6,6,1977,1118,1118,0,1118,1,0,1,171000
1172,20,9120,6,6,1958,1261,1261,0,1261,1,0,2,163000
1173,160,4017,7,5,2006,1250,625,625,1250,2,1,2,171900
1174,50,18030,5,6,1946,3086,1636,971,3086,3,0,0,200500
1175,70,16560,6,8,1932,2345,1170,1175,2345,2,1,2,239000
1176,50,10678,8,5,1992,2872,2129,743,2872,2,1,2,285000
1177,20,6951,5,5,1984,923,923,0,923,1,0,1,119500
1178,50,3950,6,8,1926,1224,818,406,1224,1,0,1,115000
1179,50,7681,5,6,1921,1343,820,523,1343,1,1,1,154900
1180,20,8335,5,5,1954,1124,1124,0,1124,1,0,0,93000
1181,60,11170,7,5,1990,2514,1298,1216,2514,2,1,2,250000
1182,120,5587,8,5,2008,1652,1652,0,1652,2,0,2,392500
1183,60,15623,10,5,1996,4476,2411,2065,4476,3,1,3,745000
1184,30,10800,5,6,1920,1130,1130,0,1130,1,0,2,120000
1185,20,35133,5,4,1963,1572,1572,0,1572,1,1,3,186700
1186,50,9738,5,7,1924,1221,949,272,1221,1,0,1,104900
1187,190,10615,3,5,1900,1699,1014,685,1699,2,0,2,95000
1188,20,12461,8,5,1994,1624,1624,0,1624,2,0,3,262000
1189,60,8935,7,5,2002,1660,831,829,1660,2,1,2,195000
1190,60,7500,7,5,1999,1804,1028,776,1804,2,1,2,189000
1191,190,32463,4,4,1961,1622,1622,0,1622,1,0,4,168000
1192,160,2645,8,5,1999,1441,764,677,1441,2,1,2,174000
1193,50,9600,5,8,1925,1472,842,630,1472,1,0,1,125000
1194,120,4500,6,5,1999,1224,1224,0,1224,2,0,2,165000
1195,60,9364,6,7,1969,1352,663,689,1352,1,1,1,158000
1196,60,8029,6,5,2005,1456,728,728,1456,2,1,2,176000
1197,60,14054,7,5,2006,1863,879,984,1863,2,1,3,219210
1198,75,8850,7,6,1916,1690,815,875,1690,1,0,1,144000
1199,20,9100,7,5,2001,1212,1212,0,1212,2,0,2,178000
1200,20,11235,4,5,1963,1382,1382,0,1382,1,1,2,148000
1201,20,9353,4,5,1970,864,864,0,864,1,0,1,116050
1202,60,10400,7,5,1998,1779,866,913,1779,2,1,2,197900
1203,50,6000,5,8,1925,1348,884,464,1348,1,0,1,117000
1204,20,9750,7,5,2000,1630,1630,0,1630,2,0,2,213000
1205,20,10140,5,6,1975,1074,1074,0,1074,1,1,2,153500
1206,20,14684,7,7,1990,2196,2196,0,2196,2,0,3,271900
1207,20,8900,4,4,1966,1056,1056,0,1056,1,0,1,107000
1208,20,9135,6,5,2003,1700,1700,0,1700,2,0,2,200000
1209,20,7763,5,7,1962,1283,1283,0,1283,1,0,2,140000
1210,20,10182,8,5,2006,1660,1660,0,1660,2,0,2,290000
1211,60,11218,6,5,1992,1845,1055,790,1845,2,1,2,189000
1212,50,12134,8,7,1988,1752,1080,672,1752,2,0,2,164000
1213,30,9340,4,6,1941,672,672,0,672,1,0,1,113000
1214,80,10246,4,9,1965,960,960,0,960,0,0,1,145000
1215,85,10205,5,5,1962,999,999,0,999,1,0,1,134500
1216,20,7094,5,5,1966,894,894,0,894,1,0,1,125000
1217,90,8930,6,5,1978,1902,1318,584,1902,2,0,2,112000
1218,20,8640,8,5,2009,1314,1314,0,1314,2,0,2,229456
1219,50,6240,4,5,1947,912,672,240,912,1,0,0,80500
1220,160,1680,6,5,1971,1218,672,546,1218,1,1,0,91500
1221,20,7800,5,5,1964,912,912,0,912,1,0,1,115000
1222,20,8250,5,5,1968,1211,1211,0,1211,1,0,1,134000
1223,50,10496,6,6,1949,1846,1168,678,1846,2,0,1,143000
1224,20,10680,5,3,1951,2136,2136,0,2136,2,0,2,137900
1225,60,15384,7,5,2004,1490,788,702,1490,2,1,2,184000
1226,80,10482,6,8,1958,1138,1138,0,1138,1,0,1,145000
1227,60,14598,6,5,2007,1933,894,1039,1933,2,1,3,214000
1228,20,8872,5,8,1965,912,912,0,912,1,0,2,147000
1229,120,8769,9,5,2008,1702,1702,0,1702,1,1,3,367294
1230,80,7910,5,5,1960,1507,1507,0,1507,2,0,1,127000
1231,90,18890,5,5,1977,2620,1361,1259,2620,2,2,2,190000
1232,90,7728,5,6,1962,1190,1190,0,1190,1,0,2,132500
1233,90,9842,4,5,1962,1224,1224,0,1224,2,0,2,101800
1234,20,12160,5,5,1959,1188,1188,0,1188,1,0,2,142000
1235,70,8525,5,6,1911,1964,1024,940,1964,1,1,0,130000
1236,70,13132,5,5,1914,1784,892,892,1784,1,1,1,138887
1237,160,2628,7,5,2003,1626,764,862,1626,2,1,2,175500
1238,60,12393,7,5,2004,1948,847,1101,1948,2,1,2,195000
1239,20,13072,6,5,2005,1141,1141,0,1141,1,1,2,142500
